,amount of SP,different upvote receiver,downvotes,names,price in $,self upvotes,timestamp,upvotes
174,"45,95321161530474",38,0,aamirijaz,"22,08661611084009",0,2018-02-12T20:20:24,45
175,"9,31584725454227",12,0,sagor5828,"4,47750080627165",4,2018-02-12T20:40:03,11
176,"3312,0702058087636",26,0,bachtiar0210,"1591,8892411751663",18,2018-02-12T20:52:42,71
177,"100,99112027951374",73,0,spotlight,"48,5396346808198",0,2018-02-12T20:57:57,108
178,"2656,3315744758593",6,0,treasureteam,"1276,7198131808457",2,2018-02-12T21:05:48,30
179,"9,654866179574404",27,0,paragnostandrea,"4,640444387107263",4,2018-02-12T21:14:36,30
180,"64,86649538908247",28,0,steemfuture,"31,17695873158707",1,2018-02-12T21:17:57,37
181,"47,17022315937457",22,0,metzli,"22,671551653568923",4,2018-02-12T21:19:48,25
182,"0,0",4,0,miguelang357,"0,0",17,2018-02-12T21:22:45,14
183,"4,201377655431492",19,0,ss2bv,"2,0193194806273693",6,2018-02-12T21:43:09,27
184,"0,0",159,0,sorucevap,"0,0",1,2018-02-13T01:53:00,202
185,"1476,4968158166237",144,0,briggsy,"709,6526491514792",3,2018-02-13T02:03:03,197
186,"210,50979057557305",113,2,preparedwombat,"101,17788873906527",6,2018-02-13T02:13:06,144
187,"0,0",14,0,aceh-trades,"0,0",3,2018-02-13T03:43:09,48
188,"0,0",27,0,abdulshakun,"0,0",0,2018-02-13T06:03:12,65
189,"0,0",15,0,doyanphotography,"0,0",0,2018-02-13T10:43:18,21
190,"936,2304913482985",82,0,revan746,"449,9829876261835",5,2018-02-13T12:43:24,139
191,"431,05747813909267",21,0,tortug,"207,18031899633635",8,2018-02-13T12:53:27,47
192,"9619,302276947095",122,0,everittdmickey,"4623,351212612554",47,2018-02-13T15:38:24,321
193,"32,86262660889099",20,0,mryuss,"15,794852912145924",15,2018-02-13T15:38:27,35
194,"159,99791827741566",20,0,theneedledrop,"76,90023124194234",1,2018-02-13T15:38:39,23
195,"54,31443698503743",31,0,dailypro,"26,10529442441411",3,2018-02-13T15:38:57,55
196,"42,27209202222471",20,0,mryuss,"20,317349666721256",15,2018-02-13T15:39:24,35
197,"77043,38520240558",41,0,hyojunguy,"37029,57014387178",38,2018-02-13T15:39:27,54
198,"1630,4800283592003",5,0,skullsoccer,"783,6620161444293",28,2018-02-13T15:39:45,4
199,"80,31597319929863",20,0,mryuss,"38,602482944426654",15,2018-02-13T15:39:48,35
200,"110,0164394370447",28,0,thebluewin,"52,877498183787836",0,2018-02-13T15:39:57,35
201,"9,959492398937263",82,1,jsj1215,"4,786857709002771",3,2018-02-13T15:40:00,139
202,"182,86704064672028",1,0,bengo,"87,89187924232785",19,2018-02-13T15:40:03,0
203,"86,78970049070371",35,0,yasu,"41,71396796289514",2,2018-02-13T15:40:09,86
204,"10475,246916335485",5,0,papaeducation,"5034,746194546886",29,2018-02-13T15:40:27,10
205,"58,04872903756958",25,0,ridoykhan22,"27,9001172912139",28,2018-02-13T15:40:30,46
206,"16,255802224364068",24,0,teamnepal,"7,813070092008381",19,2018-02-13T15:42:30,40
207,"30,335496946051208",14,0,meixia,"14,580231762426989",13,2018-02-13T15:42:33,16
